IDOld	IDNew	total_exons	total_isoforms	strand	chr	name	gene	ASM_name	total_isoforms	total_exons	total_read_count_group_1	total_read_count_group_2	iso_p_value	TruePsi_Total10	Type	IsoPsi2	IsoPsi1	FluxPsiG1	FluxPsiG2	ASM_name	total_isoforms	total_exons	total_read_count_group_1	total_read_count_group_2	iso_p_value	TruePsi_Total10	Turbo_Pmin_JC_c01	majiq_Postmax_p001	leafcutter_p_value	JumPmin	Type	IsoMajorPsiGroup1	IsoMajorPsiGroup2	TurboMajorPsiGroup1	TurboMajorPsiGroup2	FluxPsiG1	FluxPsiG2	majiqPsiG1	majiqPsiG2	logitRegP	TotalCountG1	TotalCountG2	ttestRegP
ASM5144	ASM5100	3	2	+	chr8	ERI1	ENSG00000104626	ASM5100	2	3	600	416	0.989275578	0.010165485	SE	0.986089812	0.985738868	0.988888889	0.978723404	ASM5144	2	3	600	416	0.989275578	0.010165485	1	0.647	NA	NA	SE	0.985738868	0.986089751	0.981333333	0.972333333	0.978723404	0.988888889	0.995	0.969	0.461274861	32	41.33333333	0.700320139
ASM2030	ASM2029	4	3	+	chr2	CPS1	ENSG00000021826	ASM2029	3	4	414	915	0.989332339	0.040369523	NA	0.708160372	0.658704238	0.648218484	0.688588008	ASM2030	3	4	414	915	0.989332339	0.040369523	0.397	0.689	0.622	0.597	NA	0.782841281	0.765411254	0.749	0.734111111	0.688588008	0.648218484	0.724	0.752	0.396681642	95.66666667	52.33333333	0.128735226
ASM1547	ASM1549	4	2	-	chr2	GKN2	ENSG00000183607	ASM1549	2	4	1192	232	0.989350208	0	NA	0.996726623	0.99680022	1	1	ASM1547	2	4	1192	232	0.989350208	NA	NA	0.612	NA	NA	NA	0.99680022	0.996726623	NA	NA	NA	NA	0.998	0.99	0.999988423	14.66666667	86.66666667	1
ASM7246	ASM7170	20	50	-	chr12	MLF2	ENSG00000089693	ASM7170	5	20	29555	35987	0.989451045	0.000532481	NA	0.72535384	0.706076847	0.999467519	1	ASM7246	10	20	29952	36375	0.776722775	NA	1	0.663	0.358	0.00069	NA	0.838041139	0.839244457	0.860333333	0.861333333	NA	NA	1	1	0.999985161	637.6666667	568.3333333	0.422649731
ASM6610	ASM6544	11	6	+	chr11	PHRF1	ENSG00000070047	ASM6544	6	11	16853	22910	0.989462283	0.007749076	NA	0.682309103	0.699966468	0.670011193	0.672195941	ASM6610	4	11	16853	22910	0.931018348	0.007014599	0.719	0.708	0.291	0.685	NA	0.702150091	0.684659653	0.839166667	0.831666667	0.684313725	0.677299126	0.987	0.992	0.818246197	175.6666667	137.3333333	0.876861755
ASM9538	ASM9458	17	64	+	chr17	WIPF2	ENSG00000171475	ASM9458	4	17	3343	4400	0.989532601	0.035053994	NA	0.740767939	0.768056691	0.526450082	0.561504075	ASM9538	11	17	3379	4460	0.306014697	0.044341893	0.000107	0.959	0.706	0.000449	NA	0.359410541	0.368934749	0.833466667	0.843	0.951318438	0.909501798	0.997	0.982	0.128416425	61.66666667	46.66666667	0.398839149
ASM4750	ASM4723	3	2	+	chr7	EIF4H	ENSG00000106682	ASM4723	2	3	8215	13430	0.989714806	0.000326876	NA	0.993216432	0.995510139	0.997793945	0.998120821	ASM4750	2	3	8215	13430	0.989714806	NA	NA	0.61	NA	0.398	NA	0.995510139	0.993216432	NA	NA	NA	NA	0.997	0.995	0.73391847	1804.333333	1237	0.820023787
ASM5558	ASM5501	8	6	+	chr8	MFSD3	ENSG00000167700	ASM5501	6	8	7350	10949	0.989993895	0.023692663	NA	0.911959798	0.876534946	0.956137094	0.936556864	ASM5558	4	8	7350	10949	0.937564486	0.023692663	1	0.935	NA	0.13	NA	0.950771143	0.962799687	0.977666667	0.992333333	0.936556864	0.956137094	0.999	1	0.007028137	389.3333333	282	0.06957034
ASM8192	ASM8130	11	36	+	chr14	CGRRF1	ENSG00000100532	ASM8130	4	11	3526	5198	0.990020542	0.283044733	NA	0.876165341	0.884936265	0.406349206	0.689393939	ASM8192	9	11	3643	5408	NA	NA	0.635	0.755	NA	0.195	NA	NA	NA	0.968111111	0.949	NA	NA	0.997	0.959	NA	13	5	NA
ASM2916	ASM2897	7	6	-	chr4	GRPEL1	ENSG00000109519	ASM2897	6	7	5730	12368	0.99036142	NA	NA	0.619364334	0.653220811	NA	NA	ASM2916	5	7	5730	12368	0.735539556	NA	NA	0.621	NA	NA	NA	0.669477856	0.650202403	NA	NA	NA	NA	0.999	1	NA	5	1.666666667	NA
ASM5845	ASM5785	3	2	-	chr9	PTPN3	ENSG00000070159	ASM5785	2	3	224	426	0.990487846	0.046752752	SE	0.532240809	0.522462461	0.480856675	0.527609428	ASM5845	2	3	224	426	0.990487846	0.046752752	0.411	0.705	0.616	0.624	SE	0.522462461	0.532240809	0.612666667	0.541	0.527609428	0.480856675	0.541	0.518	0.452632609	61	40	0.200740176
ASM10936	ASM10846	14	36	+	chr20	PANK2	ENSG00000125779	ASM10846	2	14	9252	8932	0.990638416	0.039327215	NA	0.800485324	0.803660705	0.696259687	0.656932471	ASM10936	9	14	9471	9066	NA	0.039126835	0.954	0.798	0.761	0.0458	NA	NA	NA	0.610333333	0.593666667	0.71491601	0.754042845	0.742	0.743	0.177798368	147.6666667	173.3333333	0.088110048
ASM11806	ASM11709	39	22	+	chrX	USP11	ENSG00000102226	ASM11709	4	39	36530	16252	0.990656673	0.064138648	NA	0.38999727	0.368350569	0.572649573	0.608922038	ASM11806	15	39	36530	16252	0.086146705	0.066659656	NA	0.627	NA	0.39	NA	0.333566263	0.339224386	NA	NA	0.603599909	0.572649573	1	0.999	0.579671011	9.666666667	35.33333333	0.235580167
ASM9262	ASM9178	16	15	-	chr17	NXN	ENSG00000167693	ASM9178	2	16	76	1954	0.990725174	0.15608361	NA	0.781383551	0.791810096	0.643503868	0.722222222	ASM9262	8	16	76	1998	0.999998056	NA	NA	NA	NA	0.243	NA	0.380878013	0.347160462	NA	NA	NA	NA	NA	NA	NA	18.66666667	0.333333333	NA
ASM2568	ASM2551	9	5	+	chr3	RP11-18H7.1	ENSG00000242622	ASM2551	5	9	357	145	0.990753788	NA	NA	0.431788458	0.301027328	NA	NA	ASM2568	3	9	357	145	0.800836448	NA	NA	NA	NA	NA	NA	0.540711127	0.488557877	NA	NA	NA	NA	NA	NA	NA	3.333333333	8.666666667	NA
ASM3940	ASM3911	17	9	+	chr6	CDKAL1	ENSG00000145996	ASM3911	9	17	2198	2520	0.990825797	0.009079743	NA	0.978328573	0.989026014	0.889880952	0.893055556	ASM3940	5	17	2198	2520	0.99981953	0.009079743	1	0.677	NA	NA	NA	0.886190328	0.85600402	0.9955	0.975666667	0.893055556	0.889880952	0.994	0.983	0.694710128	48.33333333	45.33333333	0.838585448
ASM3001	ASM2978	19	10	-	chr4	TXK	ENSG00000074966	ASM2978	10	19	281	247	0.990838704	NA	NA	0.698328117	0.783253226	NA	NA	ASM3001	5	19	281	247	0.411175346	NA	0.774	NA	NA	NA	NA	0.541644688	0.647078172	0.711	0.685	NA	NA	NA	NA	NA	5.333333333	7.333333333	NA
ASM151	ASM150	9	6	-	chr1	IFFO2	ENSG00000169991	ASM150	6	9	2747	1895	0.990854055	0.037377382	NA	0.561758216	0.551599396	0.592551893	0.555174511	ASM151	3	9	2747	1895	0.716687699	0.037377382	0.28	0.709	0.175	0.264	NA	0.49514271	0.46963807	0.795333333	0.768166667	0.555174511	0.592551893	0.998	0.997	0.344065956	86.66666667	122.6666667	0.008595377
ASM8444	ASM8379	5	2	+	chr15	SNHG14	ENSG00000224078	ASM8379	2	5	1739	1724	0.991026091	0.002255487	NA	0.981111463	0.978779312	0.989647407	0.987391919	ASM8444	2	5	1739	1724	0.991026091	NA	NA	0.61	NA	NA	NA	0.978779312	0.981111463	NA	NA	NA	NA	0.998	0.998	0.793609578	96.66666667	105.6666667	0.538495018
ASM1583	ASM1585	5	4	-	chr2	BOLA3	ENSG00000163170	ASM1585	4	5	3322	5070	0.991038139	0.07916713	NA	0.831206064	0.75555499	0.829665843	0.750498713	ASM1583	4	5	3322	5070	0.991038139	0.07916713	0.0091	0.937	0.0377	0.0566	NA	0.966668876	0.972840987	0.763333333	0.846	0.750498713	0.829665843	0.999	0.999	1.82E-05	391.3333333	281.6666667	0.036410077
ASM9315	ASM9228	14	18	-	chr17	SPAG7	ENSG00000091640	ASM9228	3	14	4119	4720	0.991079769	NA	NA	0.649959371	0.648188096	NA	NA	ASM9315	7	14	4214	4842	0.179592932	NA	NA	0.657	NA	0.359	NA	0.507846983	0.523179098	NA	NA	NA	NA	0.999	0.999	NA	3	4	NA
ASM8415	ASM8351	4	2	+	chr14	CEP170B	ENSG00000099814	ASM8351	2	4	10029	10184	0.991084914	0.023885743	ASS	0.701246865	0.694892328	0.658195757	0.6820815	ASM8415	2	4	10029	10184	0.991084914	0.023885743	1	0.728	0.648	0.81	ASS	0.694892327	0.701246865	0.521333333	0.532333333	0.6820815	0.658195757	0.66	0.71	0.436287459	152	150	0.42847818
ASM10603	ASM10509	16	54	+	chr19	RPS19	ENSG00000105372	ASM10509	4	16	50184	90634	0.991092975	0.007455301	NA	0.409972073	0.463527439	0.939021765	0.946477066	ASM10603	10	16	50623	91649	0.127115473	0	0.238	0.897	0.00479	0.0425	NA	0.688805565	0.702204958	0.8735	0.885833333	1	1	1	1	0.999999544	5017.333333	3006.333333	NA
ASM7714	ASM7645	23	6	-	chr12	KSR2	ENSG00000171435	ASM7645	6	23	1714	906	0.991166919	0.038377193	NA	0.916879919	0.984107465	1	0.961622807	ASM7714	3	23	1714	906	0.9829904	0.038377193	NA	NA	NA	NA	NA	0.987481437	0.948882364	NA	NA	0.961622807	1	NA	NA	0.989139687	7.666666667	16.66666667	0.186486368
ASM2997	ASM2974	27	8	-	chr4	NFXL1	ENSG00000170448	ASM2974	8	27	2895	4808	0.991179916	0.038871282	NA	0.5825823	0.825584963	0.886276559	0.857051282	ASM2997	4	27	2895	4808	0.883843596	NA	NA	0.664	NA	0.79	NA	0.706027033	0.722815723	NA	NA	NA	NA	0.994	0.996	NA	2.333333333	1	NA
ASM11955	ASM11864	3	2	+	chrX	TCEAL3	ENSG00000196507	ASM11864	2	3	2689	1856	0.991223179	0.028010186	NA	0.921965866	0.920222233	0.966161425	0.938151239	ASM11955	2	3	2689	1856	0.991223179	NA	0.826	0.669	0.689	0.594	NA	0.92022223	0.921965865	0.901	0.889	NA	NA	0.886	0.898	0.338212629	30	48.33333333	0.095631541
ASM1987	ASM1991	26	25	-	chr2	ORC2	ENSG00000115942	ASM1991	4	26	6772	9395	0.991343283	0.045498229	NA	0.834029643	0.819115279	0.50145816	0.455959931	ASM1987	9	26	6914	9465	NA	0.041474032	NA	0.986	0.588	0.283	NA	NA	NA	NA	NA	0.830271372	0.871745404	0.996	0.997	0.300058934	73.33333333	63.33333333	0.148867001
ASM3387	ASM3363	36	21	+	chr5	TARS	ENSG00000113407	ASM3363	4	36	60003	58984	0.991382896	0.353108466	NA	0.566469637	0.576614208	0.675925926	0.32281746	ASM3387	16	36	62140	61005	0.252818905	0.353108466	0.00326	0.699	0.00324	5.49E-05	NA	0.395210562	0.399579924	0.887933333	0.910133333	0.32281746	0.675925926	1	1	0.008802446	6.333333333	15.66666667	0.037035262
ASM2603	ASM2587	3	2	-	chr3	TXNRD3	ENSG00000197763	ASM2587	2	3	166	351	0.991402903	0.067656964	SE	0.715324834	0.716784057	0.694892473	0.62723551	ASM2603	2	3	166	351	0.991402903	0.067656964	0.873	NA	NA	0.928	SE	0.716784054	0.715324835	0.7	0.676333333	0.62723551	0.694892473	NA	NA	0.494405972	31.66666667	14.66666667	0.500423646
ASM3933	ASM3904	4	2	+	chr6	KDM1B	ENSG00000165097	ASM3904	2	4	1830	1284	0.991464211	0.014303672	ASS	0.728993505	0.726116758	0.738856759	0.753160431	ASM3933	2	4	1830	1284	0.991464211	0.014303672	0.941	0.73	0.773	0.758	ASS	0.726116761	0.72899352	0.716666667	0.705666667	0.753160431	0.738856759	0.749	0.682	0.650804375	104.6666667	158	0.093971287
ASM8876	ASM8791	6	4	+	chr16	KREMEN2	ENSG00000131650	ASM8791	4	6	50	685	0.991611694	NA	NA	0.814109833	0.759578418	NA	NA	ASM8876	4	6	50	685	0.991611694	NA	NA	NA	NA	NA	NA	0.573199632	0.50639809	NA	NA	NA	NA	NA	NA	NA	15.33333333	1.333333333	NA
ASM6538	ASM6476	12	7	-	chr10	PRDX3	ENSG00000165672	ASM6476	7	12	19516	31228	0.991975526	0.002504468	NA	0.992290177	0.991136572	0.996004954	0.993500486	ASM6538	4	12	19516	31228	0.514524662	0.002504468	NA	0.61	NA	NA	NA	0.982098642	0.981656602	NA	NA	0.993500486	0.996004954	0.998	0.995	0.265310978	831.6666667	563	0.021320086
ASM4661	ASM4631	8	7	-	chr7	MRPS24	ENSG00000062582	ASM4631	7	8	12172	17237	0.992248684	0.001902348	NA	0.786236908	0.755883335	0.993212087	0.994454901	ASM4661	5	8	12172	17237	1	NA	NA	0.943	NA	0.179	NA	0.638033969	0.655202059	NA	NA	NA	NA	0.852	0.884	0.354542094	1086.333333	776.6666667	0.204230598
ASM9140	ASM9049	4	3	+	chr16	SNTB2	ENSG00000168807	ASM9049	3	4	1614	1047	0.992282864	NA	NA	0.986246458	0.972898581	NA	NA	ASM9140	3	4	1614	1047	0.992282864	NA	0.519	0.691	NA	NA	NA	0.969972278	0.978311024	0.965333333	0.982666667	NA	NA	0.977	0.978	NA	2.666666667	1.333333333	NA
ASM5704	ASM5645	4	2	-	chr9	ZNF658	ENSG00000196409	ASM5645	2	4	90	82	0.992294938	0.081986641	NA	0.679145785	0.706140048	0.633699634	0.715686275	ASM5704	2	4	90	82	0.992294938	0.081986641	NA	NA	NA	NA	NA	0.706140054	0.679145784	NA	NA	0.715686275	0.633699634	NA	NA	0.418718979	13.66666667	16.33333333	0.238969057
ASM8384	ASM8317	5	4	-	chr14	CCDC85C	ENSG00000205476	ASM8317	4	5	2263	2745	0.992360554	0.01174246	NA	0.954418903	0.967892754	0.954039184	0.944581622	ASM8384	3	5	2263	2745	0.811326838	0.01174246	0.852	0.622	NA	0.656	NA	0.754295555	0.745921922	0.965666667	0.961	0.944581622	0.954039184	0.98	0.962	0.288499781	275.3333333	228	0.079999239
ASM3191	ASM3169	20	91	-	chr4	ANXA5	ENSG00000164111	ASM3169	3	20	126595	43329	0.992378565	0.011654901	NA	0.94523219	0.947777845	0.695601879	0.683946978	ASM3191	11	20	128579	43915	0.688560169	0.000162127	0.314	0.955	0.152	0.0376	NA	0.767231684	0.782714002	0.92625	0.9295	0.997835889	0.997998016	1	1	0.873051908	835.6666667	2619.666667	0.778284326
ASM9343	ASM9255	8	10	-	chr17	GABARAP	ENSG00000170296	ASM9255	10	8	12703	9436	0.992470924	0.021219295	NA	0.479107497	0.47450996	0.64235494	0.621135645	ASM9343	8	8	12703	9436	0.997170738	0.021219295	1	0.678	0.523	0.412	NA	0.389330347	0.41043822	0.935666667	0.933333333	0.621135645	0.64235494	0.997	0.992	0.068080545	1032.666667	1534.333333	0.28914975
ASM5085	ASM5048	7	9	+	chr7	ATP6V0E2	ENSG00000171130	ASM5048	9	7	1100	2345	0.992539066	0.051222729	NA	0.953358347	0.952648447	0.830964014	0.779741285	ASM5085	7	7	1100	2345	0.999962048	0.051222729	0.00835	0.976	0.261	0.0341	NA	0.646744139	0.618990128	0.941083333	0.96325	0.779741285	0.830964014	0.996	0.995	0.005619413	432.3333333	224	0.007698461
ASM6462	ASM6397	5	3	-	chr10	BLOC1S2	ENSG00000196072	ASM6397	3	5	1155	1570	0.992706765	0.006911373	NA	0.954796607	0.927001007	0.979332013	0.986243386	ASM6462	3	5	1155	1570	0.992706765	0.006911373	NA	0.61	NA	NA	NA	0.688563882	0.678566491	NA	NA	0.986243386	0.979332013	0.993	0.988	0.43915961	160.3333333	122	0.455093784
ASM3635	ASM3611	35	8	+	chr5	SLC12A2	ENSG00000064651	ASM3611	8	35	21563	11384	0.992773827	NA	NA	0.440786366	0.408422905	NA	NA	ASM3635	8	35	21563	11384	0.992773827	NA	0.762	0.747	0.196	0.0103	NA	0.357260163	0.391215253	0.764333333	0.772	NA	NA	0.909	0.929	NA	0	0	NA
ASM431	ASM434	31	19	-	chr1	STIL	ENSG00000123473	ASM434	2	31	10307	17514	0.992823485	NA	NA	0.59014579	0.578897347	NA	NA	ASM431	15	31	10578	17813	0.001149888	NA	2.25E-07	1	0.00103	3.86E-06	NA	0.520051462	0.50725555	0.772666667	0.661066667	NA	NA	0.995	0.943	NA	3.333333333	1.666666667	NA
ASM4580	ASM4554	14	38	+	chr7	CBX3	ENSG00000122565	ASM4554	4	14	22752	31535	0.992897349	0.065207373	NA	0.900568758	0.867174412	0.342290672	0.344373533	ASM4580	10	14	23017	31936	NA	0.119126984	1	0.791	0.0449	0.0157	NA	NA	NA	0.975	0.976666667	0.714041514	0.59491453	0.988	0.988	0.022027552	67	62.66666667	0.13946233
ASM6894	ASM6826	29	263	+	chr11	VPS51	ENSG00000149823	ASM6826	3	29	25275	30066	0.992903373	0.018816613	NA	0.993111514	0.996384634	0.629004361	0.617650996	ASM6894	19	29	26712	31781	0.400711465	0.019149495	0.876	0.984	0.0118	0.0239	NA	0.388656412	0.39137454	0.972222222	0.965555556	0.804234504	0.823383999	1	1	0.550338925	129.3333333	111	0.154204319
ASM6608	ASM6542	5	4	-	chr11	MIR210HG	ENSG00000247095	ASM6542	4	5	739	1588	0.992977855	0.163933113	NA	0.700232279	0.677258928	0.579277028	0.415343915	ASM6608	4	5	739	1588	0.992977855	NA	NA	NA	NA	0.82	NA	0.52195462	0.528107636	NA	NA	NA	NA	NA	NA	0.152979368	22.33333333	16	0.159168984
ASM6109	ASM6039	25	56	+	chr10	RBM17	ENSG00000134453	ASM6039	4	25	33200	14745	0.99300779	0.033019568	NA	0.724625043	0.722647134	0.431013936	0.40848643	ASM6109	12	25	34324	15086	0.246690631	0.070594473	0.138	0.763	0.19	8.81E-05	NA	0.362200269	0.396125086	0.784333333	0.790333333	0.772180278	0.842774751	0.993	0.992	0.003229337	130.3333333	340	0.054336882
ASM5670	ASM5613	5	2	+	chr9	CREB3	ENSG00000107175	ASM5613	2	5	5136	3307	0.993012188	0.042847472	NA	0.612687712	0.613007964	0.668044718	0.625197246	ASM5670	2	5	5136	3307	0.993012188	0.042847472	NA	0.675	NA	NA	NA	0.613007964	0.612687712	NA	NA	0.625197246	0.668044718	0.658	0.66	0.130608646	168	263.3333333	0.142070236
ASM5327	ASM5273	3	2	+	chr8	CSPP1	ENSG00000104218	ASM5273	2	3	405	459	0.993039498	0.003998374	SE	0.906642768	0.916032505	0.955837174	0.959835547	ASM5327	2	3	405	459	0.993039498	NA	0.72	0.684	NA	NA	SE	0.916032504	0.906642757	0.929	0.926333333	NA	NA	0.936	0.915	0.902043698	30	32.66666667	0.895733079
ASM3966	ASM3937	3	2	-	chr6	ZKSCAN4	ENSG00000187626	ASM3937	2	3	684	319	0.993060139	0.006920997	NA	0.818646334	0.755627203	0.730908153	0.723987156	ASM3966	2	3	684	319	0.993060139	NA	NA	NA	NA	0.248	NA	0.755627203	0.818646334	NA	NA	NA	NA	NA	NA	0.849310013	18.66666667	36.66666667	0.912562692
ASM3661	ASM3635	6	6	-	chr5	C5orf15	ENSG00000113583	ASM3635	6	6	13860	9807	0.993186775	0	NA	0.744161887	0.725958501	1	1	ASM3661	3	6	13860	9807	0.968201354	0	0.761	0.714	0.959	0.585	NA	0.852951702	0.870354058	0.911	0.920333333	1	1	0.627	0.661	0.999994869	8.666666667	14.66666667	NA
ASM12111	ASM12015	13	27	+	chrX	FUNDC2	ENSG00000165775	ASM12015	3	13	7696	6784	0.993196054	0.02625267	NA	0.621073692	0.609144775	0.573838356	0.581283436	ASM12111	9	13	7946	6946	0.621330529	0.001606706	0.865	0.997	7.81E-05	2.27E-06	NA	0.809924936	0.797261338	0.798	0.8075	0.92389614	0.925502846	0.995	0.997	0.886115404	238	271.3333333	0.736633794
ASM10339	ASM10242	10	5	+	chr19	NACC1	ENSG00000160877	ASM10242	5	10	79098	110345	0.993551581	0.01780116	NA	0.867737769	0.820855346	0.659115975	0.668168782	ASM10339	3	10	79098	110345	1	0.01780116	NA	0.837	0.672	0.754	NA	0.923364844	0.934776234	NA	NA	0.668168782	0.659115975	0.875	0.894	0.035912667	1110	848.3333333	0.166254847
ASM1726	ASM1727	4	2	-	chr2	LINC01106	ENSG00000175772	ASM1727	2	4	385	887	0.993738891	0.008764013	NA	0.940013782	0.940265899	0.956498083	0.947734069	ASM1726	2	4	385	887	0.993738891	0.008764013	NA	NA	NA	NA	NA	0.940265899	0.940013782	NA	NA	0.947734069	0.956498083	NA	NA	0.680773081	92	44.33333333	0.687489825
ASM5343	ASM5292	10	10	-	chr8	TCEB1	ENSG00000154582	ASM5292	10	10	13253	13731	0.993823175	0.023983936	NA	0.795117199	0.802844303	0.803693681	0.779709745	ASM5343	8	10	13224	13710	0.349338661	0.023983936	0.00024	0.975	0.111	0.00357	NA	0.703216571	0.714958695	0.8285	0.860083333	0.779709745	0.803693681	0.998	0.999	0.017728553	1111.666667	1135.333333	0.163232345
ASM6807	ASM6737	17	41	+	chr11	FAM111A	ENSG00000166801	ASM6737	6	17	1507	3304	0.993914693	0.101759678	NA	0.951742796	0.939349694	0.511111111	0.487745098	ASM6807	14	17	1529	3343	0.066594209	NA	0.0595	0.899	0.105	0.111	NA	0.367808372	0.48916542	0.811666667	0.854066667	NA	NA	0.925	0.955	NA	7.666666667	7	NA
ASM4086	ASM4063	9	7	+	chr6	RPL10A	ENSG00000198755	ASM4063	7	9	45809	72082	0.99403212	0.00594552	NA	0.928722188	0.932905274	0.966557296	0.972502816	ASM4086	5	9	45809	72082	1	0.00594552	1	0.61	NA	0.215	NA	0.828084454	0.827546837	0.998333333	0.999	0.972502816	0.966557296	0.997	0.998	0.011784525	4666.666667	3177.333333	0.122241296
ASM9709	ASM9626	8	6	-	chr17	MRPS23	ENSG00000181610	ASM9626	6	8	13734	22363	0.994071001	0.003835636	NA	0.961048123	0.952088341	0.982553927	0.978718291	ASM9709	5	8	13734	22363	0.648402529	0.003835636	1	0.61	NA	0.295	NA	0.903786693	0.919594945	0.989666667	0.993333333	0.978718291	0.982553927	0.978	0.99	0.351996785	857.6666667	558.3333333	0.451785282
ASM8006	ASM7933	40	15	+	chr13	TPP2	ENSG00000134900	ASM7933	3	40	11444	9794	0.994202543	NA	NA	0.497924965	0.49948007	NA	NA	ASM8006	8	40	11530	9883	0.269590674	0.034715381	1	0.785	0.296	0.224	NA	0.713768113	0.682299353	0.629333333	0.635333333	0.858556029	0.823840647	0.998	0.998	0.347395313	67.66666667	76.33333333	0.367044228
ASM796	ASM798	16	24	+	chr1	PSMB4	ENSG00000159377	ASM798	2	16	38880	57022	0.994241978	0.016996627	NA	0.966823039	0.957640739	0.972072964	0.955076337	ASM796	8	16	39560	58104	1	0.016996627	NA	0.61	NA	0.109	NA	0.985672906	0.985167141	NA	NA	0.955076337	0.972072964	1	1	1.12E-06	2266	1658.666667	0.066585464
ASM9369	ASM9288	9	15	-	chr17	TRAPPC1	ENSG00000170043	ASM9288	2	9	12958	9835	0.99425535	0.042063492	NA	0.672377694	0.679180649	0.950075188	0.927777778	ASM9369	10	9	13005	9886	0.141387178	0.042063492	1	0.879	0.0101	0.0412	NA	0.688594251	0.710974732	0.985333333	0.992666667	0.927777778	0.950075188	0.984	0.991	0.145293163	32.66666667	30.66666667	0.323224719
ASM3185	ASM3163	4	2	-	chr4	SEC24D	ENSG00000150961	ASM3163	2	4	3452	1282	0.994533332	0.010860204	ASS	0.986670479	0.980274495	0.982125109	0.992985313	ASM3185	2	4	3452	1282	0.994533332	0.010860204	1	0.611	NA	NA	ASS	0.980274495	0.98667048	0.982	0.986333333	0.992985313	0.982125109	0.976	0.983	0.175995649	74	191.6666667	0.099647982
ASM3585	ASM3562	4	3	+	chr5	C5orf30	ENSG00000181751	ASM3562	3	4	807	1465	0.994605819	0.028249465	NA	0.434598396	0.427283059	0.457259392	0.429009927	ASM3585	3	4	807	1465	0.994605819	0.028249465	NA	0.701	0.206	0.379	NA	0.427283059	0.434598396	NA	NA	0.429009927	0.457259392	0.405	0.444	0.44475384	171.3333333	99.33333333	0.023328041
ASM1893	ASM1895	9	11	+	chr2	DLX1	ENSG00000144355	ASM1895	2	9	1037	836	0.994639549	0.118090062	NA	0.542718973	0.556306276	0.4875	0.605590062	ASM1893	7	9	1099	891	0.884708481	NA	0.00201	0.714	NA	NA	NA	0.575482694	0.50620433	0.950666667	0.774666667	NA	NA	0.92	0.861	0.258248823	15	20	0.11391247
ASM887	ASM887	10	10	-	chr1	ISG20L2	ENSG00000143319	ASM887	10	10	13674	17891	0.99464975	0.022737129	NA	0.711719779	0.741164783	0.469044033	0.446306904	ASM887	6	10	13674	17891	1	0.022737129	NA	0.859	0.58	0.307	NA	0.696012508	0.656952956	NA	NA	0.446306904	0.469044033	0.999	0.995	0.386606695	255	213.6666667	0.062461728
ASM2899	ASM2880	11	14	+	chr4	ZBTB49	ENSG00000168826	ASM2880	2	11	359	342	0.99483722	NA	NA	0.848117264	0.78795834	NA	NA	ASM2899	6	11	360	344	0.821395902	NA	0.811	NA	NA	NA	NA	0.457938727	0.200796471	0.870666667	0.8795	NA	NA	NA	NA	NA	7.666666667	6.666666667	NA
ASM3261	ASM3242	4	3	+	chr4	GUCY1B3	ENSG00000061918	ASM3242	3	4	115	239	0.994844702	0.025048191	NA	0.927783811	0.930951297	0.875960061	0.875233427	ASM3261	3	4	115	239	0.994844702	0.025048191	0.297	0.901	NA	NA	NA	0.917031086	0.8926915	0.971333333	0.946166667	0.875233427	0.875960061	0.984	0.936	0.612282826	29	18	0.565570195
ASM5061	ASM5028	21	115	+	chr7	ZYX	ENSG00000159840	ASM5028	7	21	143352	73219	0.994917493	0.053725108	NA	0.993846945	0.994759752	0.477774341	0.52743963	ASM5061	13	21	142709	72977	0.997574588	0.052309136	0.0522	0.808	0.161	0.00209	NA	0.826560735	0.814925569	0.82175	0.88825	0.533326068	0.481016932	1	1	9.13E-05	707	1445.333333	0.103377584
ASM10235	ASM10134	29	27	+	chr19	ARHGEF18	ENSG00000104880	ASM10134	8	29	26249	28703	0.995017131	0.015866158	NA	0.601955164	0.624059507	0.592050239	0.605052458	ASM10235	7	29	26268	28722	1	0.015866158	0.682	0.701	0.417	0.57	NA	0.410049568	0.396254983	0.666	0.633333333	0.605052458	0.592050239	0.999	0.999	0.520903655	203.3333333	198	0.190777072
ASM2797	ASM2776	5	3	-	chr3	TRA2B	ENSG00000136527	ASM2776	3	5	4785	5681	0.995585009	0.009139887	NA	0.779440196	0.801124251	0.797362738	0.804230969	ASM2797	3	5	4785	5681	0.995585009	0.009139887	0.629	0.782	0.201	0.585	NA	0.796064164	0.775427686	0.905	0.898333333	0.804230969	0.797362738	0.808	0.775	0.424816426	861.6666667	813	0.430886938
ASM11589	ASM11494	19	2	+	chr22	ZC3H7B	ENSG00000100403	ASM11494	2	19	33597	23834	0.995834671	0	NA	0.995601532	0.99622992	1	1	ASM11589	2	19	33597	23834	0.995834671	NA	NA	NA	NA	NA	NA	0.99622992	0.995601532	NA	NA	NA	NA	NA	NA	0.999997255	145.3333333	216	1
ASM2752	ASM2735	40	13	+	chr3	FNDC3B	ENSG00000075420	ASM2735	4	40	18214	19828	0.996142432	NA	NA	0.419098464	0.42970137	NA	NA	ASM2752	11	40	18197	19814	1	NA	NA	1	0.0139	0.0132	NA	0.340204249	0.332536839	NA	NA	NA	NA	0.999	0.999	NA	0	0.333333333	NA
